528;17;12;6;
529;32;29;3;
530;21;16;3;
531;9;5;3;
601;15;15;4;
602;34;32;3;
603;19;12;2;
604;67;49;7;
605;44;39;3;
606;43;36;3;
607;45;37;3;
608;11;11;3;
609;28;22;3;
610;30;26;3;
611;27;22;4;
612;48;30;3;
613;13;10;3;
614;29;29;3;
615;18;17;3;
616;23;19;3;
617;32;30;3;
618;28;19;7;
619;15;13;3;
620;13;11;2;
621;38;33;3;
622;26;23;3;
623;25;24;3;
624;18;13;2;
625;62;44;7;
626;28;23;3;
627;33;28;3;
628;26;26;3;
629;27;24;3;
630;34;27;3;
701;24;22;3;
702;6;5;6;
703;26;21;3;
704;50;42;3;
705;15;15;3;
706;37;30;3;
707;48;38;3;
708;42;31;3;
709;29;25;6;
710;7;7;2;
711;21;20;3;
712;9;9;3;
713;7;7;3;
714;27;25;3;
715;5;2;3;
716;11;11;7;
717;18;13;3;
718;26;23;3;
719;16;16;3;
720;14;13;3;
721;8;6;2;
722;25;22;3;
723;55;47;7;
724;14;13;3;
725;23;18;3;
726;26;17;3;
727;46;12;3;
728;34;30;3;
729;21;11;3;
730;19;13;6;
731;18;16;3;
801;16;16;1;
802;23;22;3;
803;31;26;3;
804;16;11;3;
805;29;24;3;
806;59;45;7;
807;9;8;3;
808;18;6;3;
809;31;27;2;
810;6;5;3;
811;44;38;3;
812;21;17;3;
813;60;38;7;
814;28;26;3;
815;28;26;3;
816;27;25;3;
817;26;24;3;
818;32;29;3;
819;35;30;3;
820;9;9;6;
821;4;4;2;
822;16;15;2;
823;23;19;3;
824;19;10;3;
825;7;7;3;
826;16;14;3;
827;28;10;6;
828;26;24;3;
829;23;18;3;
830;16;13;2;
831;26;22;3;
901;45;24;3;
902;19;18;3;
903;4;3;7;
904;27;22;3;
905;15;11;3;
906;32;28;3;
907;15;13;3;
908;36;27;4;
909;15;13;3;
910;0;0;3;
911;11;10;2;
912;22;16;3;
913;15;10;2;
914;29;29;4;
915;36;30;3;
916;15;15;3;
917;19;18;7;
918;18;17;3;
919;21;17;3;
920;22;21;3;
921;28;26;3;
922;22;21;3;
923;15;13;3;
924;50;38;7;
925;2;2;2;
926;27;17;3;
927;7;7;3;
928;21;19;3;
929;27;24;3;
930;22;22;3;
1001;18;18;7;
1002;18;16;3;
1003;9;9;3;
1004;24;22;3;
1005;15;13;2;
1006;17;15;3;
1007;27;19;3;
1008;93;49;8;
1009;12;11;2;
1010;15;15;3;
1011;17;15;3;
1012;25;15;3;
1013;25;23;3;
1014;20;20;3;
1015;14;9;7;
1016;7;6;4;
1017;59;41;3;
1018;32;24;3;
1019;32;26;3;
1020;22;18;3;
1021;16;16;3;
1022;28;26;6;
1023;20;18;3;
1024;12;9;3;
1025;6;6;3;
1026;26;22;3;
1027;24;21;3;
1028;23;21;3;
1029;21;20;7;
1030;25;23;3;
1031;28;25;3;
1101;10;9;3;
1102;9;9;3;
1103;8;8;3;
1104;11;11;3;
1105;12;9;6;
1106;27;19;3;
1107;4;4;3;
1108;28;21;3;
1109;20;11;3;
1110;17;13;2;
1111;18;16;3;
1112;12;11;6;
1113;19;18;3;
1114;54;15;3;
1115;15;14;3;
1116;18;16;3;
1117;22;22;3;
1118;7;7;2;
1119;13;10;6;
1120;21;21;3;
1121;11;9;3;
1122;12;11;3;
1123;26;22;3;
1124;20;19;3;
1125;29;27;3;
1126;20;18;6;
1127;47;39;3;
1128;22;20;3;
1129;30;24;3;
1130;29;24;3;
1201;39;30;3;
1202;13;13;3;
1203;33;24;7;
1204;12;10;3;
1205;13;10;3;
1206;10;10;3;
1207;18;15;3;
1208;8;8;2;
1209;12;11;3;
1210;8;6;6;
1211;28;25;3;
1212;43;38;3;
1213;21;21;3;
1214;5;5;2;
1215;35;31;3;
1216;36;32;3;
1217;32;23;7;
1218;15;15;3;
1219;16;15;3;
1220;24;23;3;
1221;14;14;3;
1222;24;20;3;
1223;30;27;3;
1224;9;2;5;
1225;21;11;3;
1226;10;10;3;
1227;22;21;3;
1228;33;23;3;
1229;25;17;3;
1230;16;11;3;
1231;23;22;6;
10101;21;17;3;
10102;7;6;2;
10103;30;19;3;
10104;21;19;3;
10105;14;14;3;
10106;17;15;3;
10107;32;15;4;
10108;30;23;3;
10109;23;18;3;
10110;14;12;3;
10111;16;15;3;
10112;26;21;3;
10113;29;26;3;
10114;37;30;7;
10115;7;7;3;
10116;12;11;3;
10117;21;18;3;
10118;9;9;2;
10119;17;11;3;
10120;7;7;3;
10121;55;42;7;
10122;27;18;3;
10123;13;12;2;
10124;19;17;3;
10125;19;19;3;
10126;11;10;2;
10127;9;9;3;
10128;1;1;6;
10129;24;22;3;
10130;34;32;3;
10131;26;24;3;
10201;28;24;3;
10202;31;27;3;
10203;20;17;3;
10204;35;25;7;
10205;16;15;3;
10206;27;23;3;
10207;13;11;3;
10208;17;8;3;
10209;20;19;3;
10210;8;8;3;
10211;12;12;6;
10212;25;22;3;
10213;21;18;3;
10214;24;18;3;
10215;47;41;3;
10216;42;38;3;
10217;13;12;3;
10218;33;28;6;
10219;22;22;3;
10220;15;10;3;
10221;13;12;3;
10222;32;27;3;
10223;28;23;3;
10224;32;31;3;
10225;36;29;6;
10226;20;17;3;
10227;11;9;3;
10228;34;26;3;
10301;5;5;3;
10302;16;15;3;
10303;8;6;3;
10304;3;3;6;
10305;17;13;3;
10306;30;26;4;
10307;19;18;2;
10308;17;17;3;
10309;32;28;3;
10310;18;15;3;
10311;59;37;7;
10312;16;15;3;
10313;19;17;3;
10314;19;14;3;
10315;13;13;3;
10316;19;18;3;
10317;23;20;3;
10318;12;11;6;
10319;29;21;3;
10320;10;10;2;
10321;21;19;3;
10322;26;20;3;
10323;22;20;3;
10324;13;12;3;
10325;24;21;6;
10326;11;9;3;
10327;24;22;3;
10328;30;27;3;
10329;17;17;3;
10330;27;21;3;
10331;16;15;3;
10401;75;61;7;
10402;23;22;3;
10403;14;14;3;
10404;24;22;3;
10405;16;15;2;
10406;16;12;4;
10407;20;19;3;
10408;19;16;6;
10409;14;13;3;
10410;19;16;3;
10411;31;29;3;
10412;27;22;3;
10413;15;13;3;
10414;24;21;3;
10415;27;22;6;
10416;37;30;3;
10417;15;13;3;
10418;9;9;3;
10419;28;23;3;
10420;25;23;3;
10421;34;30;3;
10422;16;13;4;
10423;43;33;3;
10424;32;24;3;
10425;19;18;3;
10426;20;20;2;
10427;25;24;3;
10428;31;28;3;
10429;25;17;6;
10430;22;19;3;
10501;32;28;3;
10502;7;7;3;
10503;24;22;3;
10504;11;11;3;
10505;11;7;3;
10506;28;25;7;
10507;31;25;3;
10508;16;15;3;
10509;23;20;3;
10510;20;18;3;
10511;19;17;3;
10512;26;24;3;
10513;19;10;6;
10514;8;5;3;
10515;24;21;3;
10516;28;27;3;
10517;20;18;3;
10518;51;41;4;
10519;11;8;3;
10520;102;66;7;
10521;16;14;3;
10522;21;20;3;
10523;28;26;3;
10524;22;21;3;
10525;28;25;3;
10526;21;14;3;
10527;18;14;6;
10528;20;18;3;
10529;18;18;3;
10530;18;17;4;
10531;26;22;3;
10601;20;17;3;
10602;32;30;3;
10603;29;23;6;
10604;17;15;3;
10605;31;26;3;
10606;22;19;3;
10607;15;14;3;
10608;11;10;2;
10609;29;26;4;
10610;40;30;7;
10611;22;16;3;
10612;29;27;3;
10613;27;22;3;
10614;22;19;3;
10615;32;28;3;
10616;23;15;3;
10617;32;25;8;
10618;24;23;3;
10619;17;16;3;
10620;26;18;3;
10621;26;20;3;
10622;14;12;2;
10623;24;24;3;
10624;55;45;7;
10625;15;15;3;
10626;15;15;3;
10627;22;20;3;
10628;24;22;3;
10629;22;22;3;
10630;25;14;3;
10701;19;11;7;
10702;15;10;3;
10703;18;17;3;
10704;26;25;3;
10705;21;18;3;
10706;22;20;3;
10707;14;13;3;
10708;15;6;6;
10709;20;17;3;
10710;28;24;2;
10711;21;17;3;
10712;52;41;3;
10713;19;15;3;
10714;22;21;3;
10715;25;25;6;
10716;13;8;3;
10717;19;19;3;
10718;8;8;3;
10719;27;25;3;
10720;17;15;3;
10721;21;20;3;
10722;11;11;6;
10723;17;15;3;
10724;25;25;3;
10725;17;15;3;
10726;16;14;3;
10727;27;26;3;
10728;12;9;3;
10729;28;25;7;
10730;12;11;3;
10731;18;14;3;
10801;11;11;2;
10802;18;16;3;
10803;28;18;3;
10804;21;18;3;
10805;27;20;7;
10806;2;2;2;
10807;14;8;3;
10808;38;35;3;
10809;28;23;3;
10810;33;25;3;
10811;13;9;3;
10812;32;28;6;
10813;36;31;3;
10814;32;18;3;
10815;27;25;3;
10816;29;26;3;
10817;31;21;3;
10818;33;31;3;
10819;17;17;6;
10820;18;15;3;
10821;33;26;3;
10822;13;13;3;
10823;11;9;2;
10824;17;16;3;
10825;18;17;3;
10826;24;13;6;
10827;38;35;3;
10828;29;23;3;
10829;13;9;3;
10830;27;24;3;
10831;14;13;3;
10901;15;13;3;
10902;80;57;7;
10903;7;7;1;
10904;15;14;2;
10905;16;10;3;
10906;10;6;3;
10907;22;21;3;
10908;29;26;3;
10909;62;50;7;
10910;26;21;3;
10911;25;21;3;
10912;33;30;3;
10913;23;22;3;
10914;37;28;3;
10915;35;32;3;
10916;22;16;6;
10917;23;21;3;
10918;36;31;3;
10919;25;23;3;
10920;16;16;3;
10921;20;17;3;
10922;26;25;3;
10923;13;4;6;
10924;19;13;3;
10925;3;3;2;
10926;13;12;3;
10927;16;16;4;
10928;7;6;3;
10929;11;10;3;
10930;84;55;7;
11001;16;13;3;
11002;16;10;3;
11003;29;25;3;
11004;15;11;3;
11005;16;15;3;
11006;18;18;3;
11007;26;19;6;
11008;25;24;3;
11009;36;29;3;
11010;32;24;3;
11011;20;15;3;
11012;21;19;3;
11013;27;21;3;
11014;60;46;6;
11015;10;8;3;
11016;24;23;3;
11017;15;13;3;
11018;18;17;3;
11019;22;19;3;
11020;18;17;3;
11021;10;9;7;
11022;3;3;2;
11023;4;4;2;
11024;8;3;3;
11025;2;2;2;
11026;7;7;3;
11027;6;4;3;
11028;22;13;6;
11029;4;4;2;
11030;8;7;3;
11031;24;21;3;
11101;15;14;3;
11102;28;25;3;
11103;21;20;3;
11104;37;29;6;
11105;18;17;2;
11106;7;7;2;
11107;11;8;3;
11108;22;16;3;
11109;14;14;3;
11110;21;16;3;
11111;22;20;6;
11113;28;24;3;
11114;18;16;3;
11115;32;24;3;
11116;24;23;3;
11117;10;10;1;
11118;11;8;6;
11119;13;9;3;
11120;16;16;3;
11121;9;9;2;
11122;13;13;3;
11123;26;25;3;
11124;18;15;3;
11125;20;18;7;
11126;16;13;3;
11127;28;23;3;
11128;15;14;3;
11129;15;13;3;
11130;23;18;3;
11201;12;10;3;
11202;29;20;6;
11203;13;12;3;
11204;20;17;3;
11205;26;21;3;
11206;36;29;3;
11207;21;18;3;
11208;13;13;2;
11209;16;9;6;
11210;10;9;3;
11211;36;32;3;
11212;32;28;3;
11213;35;32;3;
11214;28;25;3;
11215;36;30;3;
11216;79;53;7;
11217;26;21;3;
11218;26;25;3;
11219;48;29;3;
11220;13;10;3;
11221;14;14;2;
11222;28;24;3;
11223;3;3;6;
11224;22;20;3;
11225;16;15;3;
11226;25;20;3;
11227;30;26;3;
11228;37;35;3;
11229;42;35;3;
11230;16;14;6;
11231;28;16;3;
20101;18;17;3;
20102;14;13;3;
20103;16;15;3;
20104;13;12;3;
20105;26;16;3;
20106;20;17;6;
20107;9;5;3;
20108;20;19;3;
20109;26;20;3;
20110;21;20;3;
20111;21;16;3;
20112;23;22;3;
20113;37;31;6;
20114;19;17;3;
20115;21;17;3;
20116;18;18;3;
20117;14;14;3;
20118;23;20;4;
20119;18;17;3;
20120;56;38;7;
20121;50;38;3;
20122;14;14;2;
20123;21;21;3;
20124;11;11;2;
20125;20;19;3;
20126;19;17;3;
20127;20;7;7;
20128;16;15;3;
20129;22;17;3;
20130;17;17;3;
20131;18;18;3;
20201;32;27;3;
20202;21;18;3;
20203;59;53;7;
20204;38;27;3;
20205;37;30;3;
20206;42;35;3;
20207;30;23;3;
20208;30;28;3;
20209;28;23;3;
20210;56;51;6;
20211;12;11;3;
20212;34;29;3;
20213;15;10;3;
20214;11;8;3;
20215;24;23;3;
20216;24;23;2;
20217;16;8;6;
20218;15;14;2;
20219;29;25;3;
20220;29;21;3;
20221;25;21;3;
20222;9;6;2;
20223;23;20;3;
20224;77;53;6;
20225;19;17;3;
20226;23;20;3;
20227;15;15;3;
20228;21;19;3;
20301;27;26;3;
20302;35;26;3;
20303;67;50;6;
20304;14;13;3;
20305;22;14;3;
20306;16;16;3;
20307;23;18;3;
20308;31;26;3;
20309;34;26;3;
20310;3;1;3;
20311;9;9;3;
20312;15;15;2;
20313;7;7;3;
20314;13;12;3;
20315;23;21;3;
20316;17;16;3;
20317;22;22;7;
20318;21;15;3;
20319;26;25;3;
20320;21;18;3;
20321;20;19;3;
20322;22;19;3;
20323;5;4;3;
20324;42;36;6;
20325;18;15;3;
20326;5;5;3;
20327;29;27;3;
20328;8;8;3;
20329;20;17;2;
20330;21;18;3;
20331;7;4;6;
20401;25;17;3;
20402;24;22;3;
20403;31;26;3;
20404;28;15;3;
20405;23;20;3;
20406;29;25;3;
20407;32;27;7;
20408;20;17;3;
20409;17;17;3;
20410;20;19;3;
20411;6;5;3;
20412;29;29;3;
20413;27;25;3;
20414;4;4;6;
20415;22;17;3;
20416;30;22;3;
20417;14;12;3;
20418;22;19;3;
20419;26;24;3;
20420;12;12;3;
20421;83;57;5;
20422;13;10;3;
20423;15;15;3;
20424;17;12;3;
20425;22;21;3;
20426;30;28;3;
20427;34;25;3;
20428;71;52;6;
20429;15;15;3;
20430;37;34;3;
20501;15;13;3;
20502;24;17;3;
20503;33;28;3;
20504;28;17;3;
20505;15;13;6;
20506;16;15;3;
20507;13;13;3;
20508;22;20;3;
20509;18;16;3;
20510;39;34;3;
20511;20;17;3;
20512;3;3;6;
20513;22;14;3;
20514;38;33;3;
20515;39;33;3;
20516;28;23;3;
20517;35;25;3;
20518;28;26;3;
20519;25;25;6;
20520;23;20;3;
20521;14;10;3;
20522;17;17;3;
20523;34;14;3;
20524;36;32;3;
20525;24;22;3;
20526;3;3;6;
20527;13;11;3;
20528;13;8;3;
20529;24;22;3;
20530;5;5;2;
20531;14;14;3;
20601;11;10;3;
20602;11;1;5;
20603;12;10;3;
20604;40;37;3;
20605;18;17;2;
20606;16;16;3;
20607;23;20;3;
20608;5;5;2;
20609;44;34;7;
20610;18;15;3;
20611;27;23;3;
20612;22;17;3;
20613;31;27;3;
20614;25;21;3;
20615;21;12;3;
20616;11;8;7;
20617;16;16;3;
20618;19;16;3;
20619;9;9;2;
20620;18;18;3;
20621;27;22;3;
20622;16;16;2;
20623;52;39;7;
20624;17;15;3;
20625;16;16;3;
20626;25;13;2;
20627;26;25;3;
20628;35;26;3;
20629;24;23;3;
20630;4;4;5;
20701;8;7;3;
20702;20;18;3;
20703;28;21;3;
20704;15;14;2;
20705;31;26;3;
20706;14;14;3;
20707;14;12;6;
20708;22;16;3;
20709;18;17;3;
20710;27;15;3;
20711;4;4;2;
20712;19;15;3;
20713;27;22;3;
20714;57;32;7;
20715;17;11;3;
20716;29;26;3;
20717;23;21;3;
20718;18;13;3;
20719;28;24;3;
20720;3;3;2;
20721;38;35;6;
20722;24;18;3;
20723;21;19;3;
20724;24;21;3;
20725;24;23;3;
20726;14;12;3;
20727;23;22;3;
20728;37;32;7;
20729;15;14;3;
20730;15;12;3;
20731;18;17;3;
20801;28;24;3;
20802;27;24;4;
20803;18;14;3;
20804;19;15;6;
20805;26;21;3;
20806;23;23;3;
20807;23;20;3;
20808;17;16;3;
20809;32;28;3;
20810;20;15;3;
20811;10;10;6;
20812;4;4;2;
20813;35;30;3;
20814;12;12;2;
20815;23;18;3;
20816;10;8;3;
20817;13;13;3;
20818;26;24;7;
20819;17;13;3;
20820;11;10;3;
20821;27;27;3;
20822;21;18;3;
20823;27;25;3;
20824;23;20;2;
20825;37;31;7;
20826;16;14;3;
20827;16;14;3;
20828;23;19;3;
20829;28;27;3;
20830;28;25;3;
20831;22;19;3;
20901;51;45;7;
20902;19;18;3;
20903;16;14;3;
20904;28;26;3;
20905;23;21;3;
20906;19;16;3;
20907;33;29;3;
20908;34;30;7;
20909;5;5;2;
20910;28;25;3;
20911;20;17;3;
20912;14;14;3;
20913;21;18;3;
20914;24;19;3;
20915;41;37;6;
20916;17;15;3;
20917;40;33;3;
20918;15;14;3;
20919;26;21;3;
20920;28;19;3;
20921;28;26;3;
20922;70;52;7;
20923;17;17;3;
20924;11;9;3;
20925;18;13;3;
20926;17;14;3;
20927;33;26;3;
20928;10;10;3;
20929;30;30;6;
20930;16;14;3;
21001;11;11;3;
21002;31;26;3;
21003;10;10;2;
21004;27;25;3;
21005;18;11;3;
21006;69;41;6;
21007;30;22;3;
21008;21;17;3;
21009;12;12;3;
21010;11;9;3;
21011;26;22;3;
21012;4;4;2;
21013;26;22;6;
21014;19;15;3;
21015;9;9;3;
21016;21;20;3;
21017;24;23;3;
21018;11;10;3;
21019;18;18;3;
21020;44;41;6;
21021;20;19;3;
21022;18;18;3;
21023;8;8;3;
21024;13;11;3;
21025;12;9;3;
21026;30;26;3;
21027;44;40;6;
21028;27;24;3;
21029;23;21;3;
21030;20;15;3;
21031;33;27;3;
21101;27;26;3;
21102;19;17;3;
21103;11;9;6;
21104;22;20;3;
21105;8;8;2;
21106;8;8;2;
21107;10;9;3;
21108;7;6;2;
21109;6;6;3;
21110;73;44;6;
21111;14;13;3;
21112;12;12;3;
21113;18;15;2;
21114;32;21;3;
21115;9;9;3;
21116;28;22;3;
21117;29;27;7;
21118;24;21;3;
21119;11;10;3;
21120;10;10;2;
21121;7;7;2;
21122;19;18;3;
21123;42;28;3;
21124;71;47;6;
21125;20;19;3;
21126;22;20;3;
21127;10;10;3;
21128;25;20;3;
21129;8;8;2;
21130;7;7;2;
21201;51;44;7;
21202;21;19;3;
21203;11;11;2;
21204;18;17;3;
21205;19;14;3;
21206;24;21;3;
21207;13;12;3;
21208;14;14;5;
21209;4;4;2;
21210;10;10;2;
21211;21;15;3;
21212;23;14;3;
21213;28;26;3;
21214;4;2;3;
21215;62;51;5;
21216;28;24;3;
21217;25;18;3;
21218;25;21;3;
21219;12;7;2;
21220;19;19;2;
21221;12;10;3;
21222;10;10;6;
21223;24;20;3;
21224;20;18;3;
21225;8;8;3;
21226;20;16;3;
21227;12;11;1;
21228;23;21;3;
21229;78;55;7;
21230;22;21;3;
21231;12;11;3;
30101;9;9;2;
30102;17;15;3;
30103;22;19;3;
30104;17;17;3;
30105;41;38;6;
30106;39;29;3;
30107;11;11;2;
30108;12;12;3;
30109;8;8;2;
30110;27;23;3;
30111;5;5;3;
30112;41;33;6;
30113;25;17;3;
30114;15;12;3;
30115;14;14;3;
30116;23;20;3;
30117;13;12;3;
30118;10;9;3;
30119;109;76;7;
30120;16;14;3;
30121;21;19;3;
30122;18;11;3;
30123;29;27;4;
30124;26;26;3;
30125;26;22;3;
30126;23;21;7;
30127;29;21;3;
30128;14;14;3;
30129;23;19;3;
30130;25;24;3;
30131;24;22;3;
30201;17;15;3;
30202;112;86;4;
30203;14;9;2;
30204;17;16;3;
30205;14;11;3;
30206;17;16;3;
30207;27;22;3;
30208;29;25;3;
30209;42;38;6;
30210;30;28;3;
30211;18;15;3;
30212;32;26;3;
30213;13;11;3;
30214;16;16;3;
30215;29;20;3;
30216;29;22;7;
30217;25;18;3;
30218;11;11;3;
30219;27;24;3;
30220;19;16;3;
30221;35;28;3;
30222;22;16;3;
30223;4;4;6;
30224;37;27;3;
30225;20;17;3;
30226;19;17;3;
30227;24;18;3;
30228;21;19;3;
30301;9;9;3;
30302;45;31;5;
30303;3;3;3;
30304;17;16;3;
30305;22;19;3;
30306;13;11;3;
30307;24;21;3;
30308;29;22;3;
30309;39;32;7;
30310;12;11;3;
30311;18;14;3;
30312;11;11;3;
30313;25;22;3;
30314;29;25;3;
30315;11;10;2;
30316;52;46;7;
30317;12;12;3;
30318;25;22;3;
30319;29;25;3;
30320;30;24;3;
30321;11;11;3;
30322;30;20;3;
30323;14;1;6;
30324;13;9;3;
30325;14;13;3;
30326;32;18;3;
30327;24;20;3;
30328;19;19;3;
30329;10;7;3;
30330;20;16;6;
30331;17;15;3;
30401;28;24;3;
30402;24;22;3;
30403;22;17;3;
30404;45;33;3;
30405;19;17;2;
30406;37;29;7;
30407;20;18;3;
30408;12;7;3;
30409;22;18;3;
30410;14;14;3;
30411;13;13;3;
30412;18;13;3;
30413;37;33;6;
30414;32;28;3;
30415;26;23;3;
30416;26;22;3;
30417;25;21;3;
30418;18;18;3;
30419;23;20;3;
30420;5;1;5;
30421;16;15;3;
30422;11;10;3;
30423;18;16;3;
30424;25;15;3;
30425;8;8;2;
30426;29;22;3;
30427;39;28;6;
30428;11;9;3;
30429;12;12;2;
30430;13;12;3;
30501;26;18;3;
30502;16;13;3;
30503;13;12;3;
30504;11;10;6;
30505;26;22;3;
30506;12;12;3;
30507;12;9;3;
30508;12;11;3;
30509;19;17;3;
30510;18;18;3;
30511;49;36;8;
30512;24;21;3;
30513;28;20;3;
30514;24;17;3;
30515;43;38;3;
30516;22;17;3;
30517;25;21;4;
30518;5;5;6;
30519;11;11;3;
30520;6;6;2;
30521;8;8;3;
30522;20;17;3;
30523;13;13;3;
30524;23;21;3;
30525;55;40;7;
30526;9;9;3;
30527;16;15;3;
30528;17;15;3;
30529;19;15;3;
30530;17;14;3;
30531;13;11;3;
30601;22;20;6;
30602;20;16;3;
30603;25;21;4;
30604;18;17;3;
30605;2;2;2;
30606;23;20;3;
30607;20;15;3;
30608;32;27;6;
30609;17;16;3;
30610;22;21;3;
30611;9;9;3;
30612;23;13;3;
30613;24;21;3;
30614;23;21;3;
30615;53;34;4;
30616;29;25;3;
30617;19;15;3;
30618;21;19;3;
30619;33;24;3;
30620;23;20;3;
30621;17;14;3;
30622;30;20;6;
30623;10;8;2;
30624;17;14;3;
30625;17;15;3;
30626;21;19;3;
30627;25;24;3;
30628;44;37;3;
30629;36;25;7;
30630;22;17;3;
30701;21;20;3;
30702;11;11;3;
30703;33;26;4;
30704;40;16;3;
30705;13;10;3;
30706;19;12;6;
30707;29;27;3;
30708;20;19;3;
30709;28;25;3;
30710;34;27;3;
30711;29;26;3;
30712;27;24;3;
30713;9;9;6;
30714;22;21;3;
30715;18;14;3;
30716;23;22;3;
30717;19;15;3;
30718;15;14;3;
30719;27;21;3;
30720;16;10;7;
30721;32;26;3;
30722;30;26;3;
30723;30;28;3;
30724;38;32;3;
30725;28;24;3;
30726;31;24;3;
30727;47;32;7;
30728;16;16;3;
30729;9;9;3;
30730;20;16;3;
30731;16;16;3;
30801;21;18;3;
30802;19;18;3;
30803;37;23;6;
30804;5;5;3;
30805;24;20;3;
30806;24;20;3;
30807;17;16;3;
30808;23;22;3;
30809;19;17;3;
30810;9;8;6;
30811;6;5;3;
30812;27;22;3;
30813;17;13;2;
30814;18;15;3;
30815;21;18;3;
30816;12;12;3;
30817;27;22;6;
30818;19;17;3;
30819;30;27;3;
30820;18;8;3;
30821;13;13;2;
30822;15;11;3;
30823;40;34;3;
30824;55;44;6;
30825;7;7;2;
30826;19;18;3;
30827;6;6;2;
30828;27;25;3;
30829;10;10;3;
30830;15;6;3;
30831;24;20;8;
30901;13;13;3;
30902;20;17;3;
30903;11;11;3;
30904;19;16;3;
30905;26;21;3;
30906;7;5;3;
30907;23;20;6;
30908;10;7;3;
30909;10;10;2;
30910;21;21;3;
30911;21;18;3;
30912;28;25;3;
30913;26;19;3;
30914;16;13;6;
30915;11;10;3;
30916;18;17;3;
30917;32;29;3;
30918;19;17;2;
30919;7;7;3;
30920;16;16;3;
30921;21;15;5;
30922;8;8;2;
30923;18;17;3;
30924;22;20;3;
30925;21;13;3;
30926;33;13;3;
30927;40;32;3;
30928;29;20;6;
30929;23;20;4;
30930;19;16;3;
31001;21;14;3;
31002;19;17;3;
31003;30;26;3;
31004;24;21;3;
31005;17;16;6;
31006;11;11;3;
31007;20;17;3;
31008;17;16;3;
31009;10;9;3;
31010;17;14;3;
31011;10;8;3;
31012;23;13;6;
31013;13;13;3;
31014;17;13;3;
31015;13;13;3;
31016;20;15;3;
31017;24;20;3;
31018;38;32;3;
31019;18;7;7;
31020;13;10;3;
31021;18;16;3;
31022;15;13;3;
31023;16;14;3;
31024;28;20;3;
31025;21;15;3;
31026;41;37;6;
31027;18;17;3;
31028;13;13;3;
31029;38;31;3;
31030;41;37;3;
31031;37;33;3;
31101;14;14;3;
31102;28;18;7;
31103;11;11;3;
31104;17;17;2;
31105;22;21;3;
31106;25;20;3;
31107;11;8;3;
31108;9;7;2;
31109;43;25;6;
31110;21;19;3;
31111;25;21;3;
31112;16;13;3;
31113;7;7;3;
31114;17;17;3;
31115;17;16;3;
31116;38;25;6;
31117;11;10;3;
31118;14;12;3;
31119;17;16;3;
31120;16;14;3;
31121;36;29;3;
31122;25;20;3;
31123;54;40;6;
31124;15;14;3;
31125;30;24;3;
31126;18;18;3;
31127;20;17;3;
31128;16;15;3;
